"delegate","delegate-matched","type","state","party","value","pac","committee-id","committee","title","rank","score"
"Grassley, Chuck","Chuck Grassley","Senator","IA","R",3500,"Siemens Corp","JSTX","Joint Committee on Taxation","Member",2,32752
"Grassley, Chuck","Chuck Grassley","Senator","IA","R",3500,"Siemens Corp","SCNC","United States Senate Caucus on International Narcotics Control","Chairman",1,32752
"Grassley, Chuck","Chuck Grassley","Senator","IA","R",3500,"Siemens Corp","SSAF","Senate Committee on Agriculture, Nutrition, and Forestry","Member",10,32752
"Grassley, Chuck","Chuck Grassley","Senator","IA","R",3500,"Siemens Corp","SSAF13","Commodities, Risk Management and Trade","Member",5,32752
"Grassley, Chuck","Chuck Grassley","Senator","IA","R",3500,"Siemens Corp","SSAF14","Conservation, Forestry and Natural Resources","Member",6,32752
"Grassley, Chuck","Chuck Grassley","Senator","IA","R",3500,"Siemens Corp","SSAF17","Livestock, Marketing and Agriculture Security","Member",6,32752
"Grassley, Chuck","Chuck Grassley","Senator","IA","R",3500,"Siemens Corp","SSBU","Senate Committee on the Budget","Member",2,32752
"Grassley, Chuck","Chuck Grassley","Senator","IA","R",3500,"Siemens Corp","SSFI","Senate Committee on Finance","Member",2,32752
"Grassley, Chuck","Chuck Grassley","Senator","IA","R",3500,"Siemens Corp","SSFI10","Health Care","Member",2,32752
"Grassley, Chuck","Chuck Grassley","Senator","IA","R",3500,"Siemens Corp","SSFI12","Energy, Natural Resources, and Infrastructure","Member",2,32752
"Grassley, Chuck","Chuck Grassley","Senator","IA","R",3500,"Siemens Corp","SSFI13","International Trade, Customs, and Global Competitiveness","Member",2,32752
"Grassley, Chuck","Chuck Grassley","Senator","IA","R",3500,"Siemens Corp","SSJU","Senate Committee on the Judiciary","Chairman",1,32752
"Grassley, Chuck","Chuck Grassley","Senator","IA","R",3500,"Siemens Corp","SSJU01","Antitrust, Competition Policy and Consumer Rights","Member",4,32752
"Grassley, Chuck","Chuck Grassley","Senator","IA","R",3500,"Siemens Corp","SSJU04","Immigration and the National Interest","Member",4,32752
"Grassley, Chuck","Chuck Grassley","Senator","IA","R",3500,"Siemens Corp","SSJU25","Oversight, Agency Action, Federal Rights and Federal Courts","Member",2,32752
"Isakson, Johnny","Johnny Isakson","Senator","GA","R",4000,"Siemens Corp","SLET","Senate Select Committee on Ethics","Chairman",1,32752
"Isakson, Johnny","Johnny Isakson","Senator","GA","R",4000,"Siemens Corp","SSFI","Senate Committee on Finance","Member",9,32752
"Isakson, Johnny","Johnny Isakson","Senator","GA","R",4000,"Siemens Corp","SSFI02","Social Security, Pensions, and Family Policy","Member",2,32752
"Isakson, Johnny","Johnny Isakson","Senator","GA","R",4000,"Siemens Corp","SSFI11","Taxation and IRS Oversight","Member",6,32752
"Isakson, Johnny","Johnny Isakson","Senator","GA","R",4000,"Siemens Corp","SSFI13","International Trade, Customs, and Global Competitiveness","Member",5,32752
"Isakson, Johnny","Johnny Isakson","Senator","GA","R",4000,"Siemens Corp","SSFR","Senate Committee on Foreign Relations","Member",8,32752
"Isakson, Johnny","Johnny Isakson","Senator","GA","R",4000,"Siemens Corp","SSFR02","East Asia, the Pacific, and International Cybersecurity Policy","Member",4,32752
"Isakson, Johnny","Johnny Isakson","Senator","GA","R",4000,"Siemens Corp","SSFR06","Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues","Member",5,32752
"Isakson, Johnny","Johnny Isakson","Senator","GA","R",4000,"Siemens Corp","SSFR09","Africa and Global Health Policy","Member",2,32752
"Isakson, Johnny","Johnny Isakson","Senator","GA","R",4000,"Siemens Corp","SSFR14","State Department and USAID Management, International Operations, and Bilateral International Development","Member",3,32752
"Isakson, Johnny","Johnny Isakson","Senator","GA","R",4000,"Siemens Corp","SSHR","Senate Committee on Health, Education, Labor, and Pensions","Member",4,32752
"Isakson, Johnny","Johnny Isakson","Senator","GA","R",4000,"Siemens Corp","SSHR11","Employment and Workplace Safety","Chairman",1,32752
"Isakson, Johnny","Johnny Isakson","Senator","GA","R",4000,"Siemens Corp","SSVA","Senate Committee on Veterans' Affairs","Chairman",1,32752
"Lankford, James","James Lankford","Senator","OK","R",500,"Siemens Corp","SLIA","Senate Committee on Indian Affairs","Member",5,32752
"Lankford, James","James Lankford","Senator","OK","R",500,"Siemens Corp","SLIN","Senate Select Committee on Intelligence","Member",7,32752
"Lankford, James","James Lankford","Senator","OK","R",500,"Siemens Corp","SSAP","Senate Committee on Appropriations","Member",15,32752
"Lankford, James","James Lankford","Senator","OK","R",500,"Siemens Corp","SSAP16","Commerce, Justice, Science, and Related Agencies","Member",9,32752
"Lankford, James","James Lankford","Senator","OK","R",500,"Siemens Corp","SSAP18","Departments of Labor, Health and Human Services, and Education, and Related Agencies","Member",10,32752
"Lankford, James","James Lankford","Senator","OK","R",500,"Siemens Corp","SSAP20","State, Foreign Operations, and Related Programs","Member",7,32752
"Lankford, James","James Lankford","Senator","OK","R",500,"Siemens Corp","SSAP22","Energy and Water Development","Member",9,32752
"Lankford, James","James Lankford","Senator","OK","R",500,"Siemens Corp","SSAP23","Financial Services and General Government","Member",3,32752
"Lankford, James","James Lankford","Senator","OK","R",500,"Siemens Corp","SSGA","Senate Committee on Homeland Security and Governmental Affairs","Member",5,32752
"Lankford, James","James Lankford","Senator","OK","R",500,"Siemens Corp","SSGA01","Permanent Subcommittee on Investigations","Member",4,32752
"Lankford, James","James Lankford","Senator","OK","R",500,"Siemens Corp","SSGA18","Federal Spending Oversight and Emergency Management","Member",2,32752
"Lankford, James","James Lankford","Senator","OK","R",500,"Siemens Corp","SSGA19","Regulatory Affairs and Federal Management","Chairman",1,32752
"Markey, Ed","Edward J. Markey","Senator","MA","D",6000,"Siemens Corp","SSCM","Senate Committee on Commerce, Science, and Transportation","Member",7,125
"Markey, Ed","Edward J. Markey","Senator","MA","D",6000,"Siemens Corp","SSCM01","Aviation Operations, Safety, and Security","Member",5,125
"Markey, Ed","Edward J. Markey","Senator","MA","D",6000,"Siemens Corp","SSCM20","Consumer Protection, Product Safety, Insurance, and Data Security","Member",4,125
"Markey, Ed","Edward J. Markey","Senator","MA","D",6000,"Siemens Corp","SSCM22","Oceans, Atmosphere, Fisheries, and Coast Guard","Member",4,125
"Markey, Ed","Edward J. Markey","Senator","MA","D",6000,"Siemens Corp","SSCM24","Space, Science, and Competitiveness","Member",2,125
"Markey, Ed","Edward J. Markey","Senator","MA","D",6000,"Siemens Corp","SSCM25","Surface Transportation and Merchant Marine Infrastructure, Safety and Security","Member",7,125
"Markey, Ed","Edward J. Markey","Senator","MA","D",6000,"Siemens Corp","SSCM26","Communications, Technology, Innovation, and the Internet","Member",6,125
"Markey, Ed","Edward J. Markey","Senator","MA","D",6000,"Siemens Corp","SSEV","Senate Committee on Environment and Public Works","Member",9,125
"Markey, Ed","Edward J. Markey","Senator","MA","D",6000,"Siemens Corp","SSEV09","Superfund, Waste Management, and Regulatory Oversight","Ranking Member",1,125
"Markey, Ed","Edward J. Markey","Senator","MA","D",6000,"Siemens Corp","SSEV10","Clean Air and Nuclear Safety","Member",6,125
"Markey, Ed","Edward J. Markey","Senator","MA","D",6000,"Siemens Corp","SSEV15","Fisheries, Water, and Wildlife","Member",7,125
"Markey, Ed","Edward J. Markey","Senator","MA","D",6000,"Siemens Corp","SSFR","Senate Committee on Foreign Relations","Member",9,125
"Markey, Ed","Edward J. Markey","Senator","MA","D",6000,"Siemens Corp","SSFR01","Europe and Regional Security Cooperation","Member",4,125
"Markey, Ed","Edward J. Markey","Senator","MA","D",6000,"Siemens Corp","SSFR06","Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues","Member",4,125
"Markey, Ed","Edward J. Markey","Senator","MA","D",6000,"Siemens Corp","SSFR09","Africa and Global Health Policy","Ranking Member",1,125
"Markey, Ed","Edward J. Markey","Senator","MA","D",6000,"Siemens Corp","SSFR15","Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy","Member",4,125
"Markey, Ed","Edward J. Markey","Senator","MA","D",6000,"Siemens Corp","SSSB","Senate Committee on Small Business and Entrepreneurship","Member",5,125
"McConnell, Mitch","Mitch McConnell","Senator","KY","R",5000,"Siemens Corp","SLIN","Senate Select Committee on Intelligence","Ex Officio",9,65519
"McConnell, Mitch","Mitch McConnell","Senator","KY","R",5000,"Siemens Corp","SSAF","Senate Committee on Agriculture, Nutrition, and Forestry","Member",3,65519
"McConnell, Mitch","Mitch McConnell","Senator","KY","R",5000,"Siemens Corp","SSAF14","Conservation, Forestry and Natural Resources","Member",3,65519
"McConnell, Mitch","Mitch McConnell","Senator","KY","R",5000,"Siemens Corp","SSAF16","Nutrition, Specialty Crops, and Agricultural Research","Member",2,65519
"McConnell, Mitch","Mitch McConnell","Senator","KY","R",5000,"Siemens Corp","SSAF17","Livestock, Marketing and Agriculture Security","Member",2,65519
"McConnell, Mitch","Mitch McConnell","Senator","KY","R",5000,"Siemens Corp","SSAP","Senate Committee on Appropriations","Member",2,65519
"McConnell, Mitch","Mitch McConnell","Senator","KY","R",5000,"Siemens Corp","SSAP01","Agriculture, Rural Development, Food and Drug Administration, and Related Agencies","Member",4,65519
"McConnell, Mitch","Mitch McConnell","Senator","KY","R",5000,"Siemens Corp","SSAP02","Department of Defense","Member",2,65519
"McConnell, Mitch","Mitch McConnell","Senator","KY","R",5000,"Siemens Corp","SSAP17","Department of the Interior, Environment, and Related Agencies","Member",6,65519
"McConnell, Mitch","Mitch McConnell","Senator","KY","R",5000,"Siemens Corp","SSAP19","Military Construction and Veterans Affairs, and Related Agencies","Member",2,65519
"McConnell, Mitch","Mitch McConnell","Senator","KY","R",5000,"Siemens Corp","SSAP20","State, Foreign Operations, and Related Programs","Member",2,65519
"McConnell, Mitch","Mitch McConnell","Senator","KY","R",5000,"Siemens Corp","SSAP22","Energy and Water Development","Member",3,65519
"McConnell, Mitch","Mitch McConnell","Senator","KY","R",5000,"Siemens Corp","SSRA","Senate Committee on Rules and Administration","Member",3,65519
"Merkley, Jeff","Jeff Merkley","Senator","OR","D",2000,"Siemens Corp","SSAP","Senate Committee on Appropriations","Member",10,8178
"Merkley, Jeff","Jeff Merkley","Senator","OR","D",2000,"Siemens Corp","SSAP01","Agriculture, Rural Development, Food and Drug Administration, and Related Agencies","Ranking Member",1,8178
"Merkley, Jeff","Jeff Merkley","Senator","OR","D",2000,"Siemens Corp","SSAP17","Department of the Interior, Environment, and Related Agencies","Member",6,8178
"Merkley, Jeff","Jeff Merkley","Senator","OR","D",2000,"Siemens Corp","SSAP18","Departments of Labor, Health and Human Services, and Education, and Related Agencies","Member",6,8178
"Merkley, Jeff","Jeff Merkley","Senator","OR","D",2000,"Siemens Corp","SSAP20","State, Foreign Operations, and Related Programs","Member",6,8178
"Merkley, Jeff","Jeff Merkley","Senator","OR","D",2000,"Siemens Corp","SSAP22","Energy and Water Development","Member",7,8178
"Merkley, Jeff","Jeff Merkley","Senator","OR","D",2000,"Siemens Corp","SSBK","Senate Committee on Banking, Housing, and Urban Affairs","Member",7,8178
"Merkley, Jeff","Jeff Merkley","Senator","OR","D",2000,"Siemens Corp","SSBK08","Financial Institutions and Consumer Protection","Ranking Member",1,8178
"Merkley, Jeff","Jeff Merkley","Senator","OR","D",2000,"Siemens Corp","SSBK09","Housing, Transportation, and Community Development","Member",5,8178
"Merkley, Jeff","Jeff Merkley","Senator","OR","D",2000,"Siemens Corp","SSBK12","Economic Policy","Member",3,8178
"Merkley, Jeff","Jeff Merkley","Senator","OR","D",2000,"Siemens Corp","SSBU","Senate Committee on the Budget","Member",7,8178
"Merkley, Jeff","Jeff Merkley","Senator","OR","D",2000,"Siemens Corp","SSEV","Senate Committee on Environment and Public Works","Member",6,8178
"Merkley, Jeff","Jeff Merkley","Senator","OR","D",2000,"Siemens Corp","SSEV08","Transportation and Infrastructure","Member",6,8178
"Merkley, Jeff","Jeff Merkley","Senator","OR","D",2000,"Siemens Corp","SSEV09","Superfund, Waste Management, and Regulatory Oversight","Member",3,8178
"Merkley, Jeff","Jeff Merkley","Senator","OR","D",2000,"Siemens Corp","SSEV10","Clean Air and Nuclear Safety","Member",5,8178
"Portman, Rob","Rob Portman","Senator","OH","R",1000,"Siemens Corp","SSBU","Senate Committee on the Budget","Member",6,4083
"Portman, Rob","Rob Portman","Senator","OH","R",1000,"Siemens Corp","SSEG","Senate Committee on Energy and Natural Resources","Member",9,4083
"Portman, Rob","Rob Portman","Senator","OH","R",1000,"Siemens Corp","SSEG01","Energy","Member",8,4083
"Portman, Rob","Rob Portman","Senator","OH","R",1000,"Siemens Corp","SSEG04","National Parks","Member",2,4083
"Portman, Rob","Rob Portman","Senator","OH","R",1000,"Siemens Corp","SSEG07","Water and Power","Member",7,4083
"Portman, Rob","Rob Portman","Senator","OH","R",1000,"Siemens Corp","SSFI","Senate Committee on Finance","Member",10,4083
"Portman, Rob","Rob Portman","Senator","OH","R",1000,"Siemens Corp","SSFI11","Taxation and IRS Oversight","Member",7,4083
"Portman, Rob","Rob Portman","Senator","OH","R",1000,"Siemens Corp","SSFI13","International Trade, Customs, and Global Competitiveness","Member",6,4083
"Portman, Rob","Rob Portman","Senator","OH","R",1000,"Siemens Corp","SSFI14","Fiscal Responsibility and Economic Growth","Chairman",1,4083
"Portman, Rob","Rob Portman","Senator","OH","R",1000,"Siemens Corp","SSGA","Senate Committee on Homeland Security and Governmental Affairs","Member",3,4083
"Portman, Rob","Rob Portman","Senator","OH","R",1000,"Siemens Corp","SSGA01","Permanent Subcommittee on Investigations","Chairman",1,4083
"Portman, Rob","Rob Portman","Senator","OH","R",1000,"Siemens Corp","SSGA19","Regulatory Affairs and Federal Management","Member",3,4083
"Reed, Jack","Jack Reed","Senator","RI","D",2500,"Siemens Corp","SLIN","Senate Select Committee on Intelligence","Ex Officio",9,1013
"Reed, Jack","Jack Reed","Senator","RI","D",2500,"Siemens Corp","SSAP","Senate Committee on Appropriations","Member",6,1013
"Reed, Jack","Jack Reed","Senator","RI","D",2500,"Siemens Corp","SSAP02","Department of Defense","Member",6,1013
"Reed, Jack","Jack Reed","Senator","RI","D",2500,"Siemens Corp","SSAP16","Commerce, Justice, Science, and Related Agencies","Member",4,1013
"Reed, Jack","Jack Reed","Senator","RI","D",2500,"Siemens Corp","SSAP17","Department of the Interior, Environment, and Related Agencies","Member",4,1013
"Reed, Jack","Jack Reed","Senator","RI","D",2500,"Siemens Corp","SSAP18","Departments of Labor, Health and Human Services, and Education, and Related Agencies","Member",3,1013
"Reed, Jack","Jack Reed","Senator","RI","D",2500,"Siemens Corp","SSAP19","Military Construction and Veterans Affairs, and Related Agencies","Member",3,1013
"Reed, Jack","Jack Reed","Senator","RI","D",2500,"Siemens Corp","SSAP24","Transportation, Housing and Urban Development, and Related Agencies","Ranking Member",1,1013
"Reed, Jack","Jack Reed","Senator","RI","D",2500,"Siemens Corp","SSAS","Senate Committee on Armed Services","Ranking Member",1,1013
"Reed, Jack","Jack Reed","Senator","RI","D",2500,"Siemens Corp","SSAS13","SeaPower","Ex Officio",7,1013
"Reed, Jack","Jack Reed","Senator","RI","D",2500,"Siemens Corp","SSAS14","Airland","Ex Officio",8,1013
"Reed, Jack","Jack Reed","Senator","RI","D",2500,"Siemens Corp","SSAS15","Readiness and Management Support","Ex Officio",6,1013
"Reed, Jack","Jack Reed","Senator","RI","D",2500,"Siemens Corp","SSAS16","Strategic Forces","Ex Officio",6,1013
"Reed, Jack","Jack Reed","Senator","RI","D",2500,"Siemens Corp","SSAS17","Personnel","Ex Officio",5,1013
"Reed, Jack","Jack Reed","Senator","RI","D",2500,"Siemens Corp","SSAS20","Emerging Threats and Capabilities","Ex Officio",7,1013
"Reed, Jack","Jack Reed","Senator","RI","D",2500,"Siemens Corp","SSBK","Senate Committee on Banking, Housing, and Urban Affairs","Member",2,1013
